,ID,Date,month,year,price,rate,total_house_sold,period,change_in_house_sold,change_in_house_price
325,326,2017-02-01 00:00:00.000000,2,2017,480270.0,4.19,618000,2/2017,22000.0,-11570.0
326,327,2017-03-01 00:00:00.000000,3,2017,518600.0,4.3,643000,3/2017,25000.0,38330.0
327,328,2017-04-01 00:00:00.000000,4,2017,537950.0,4.1,586000,4/2017,-57000.0,19350.0
328,329,2017-05-01 00:00:00.000000,5,2017,550239.0103790096,4.05,604000,5/2017,18000.0,12289.010379009647
329,330,2017-06-01 00:00:00.000000,6,2017,555410.0,3.94,624000,6/2017,20000.0,5170.989620990353
330,331,2017-07-01 00:00:00.000000,7,2017,549460.0,4.03,559000,7/2017,-65000.0,-5950.0
331,332,2017-08-01 00:00:00.000000,8,2017,565330.0,3.93,565000,8/2017,6000.0,15870.0
332,333,2017-09-01 00:00:00.000000,9,2017,555410.0,3.83,642000,9/2017,77000.0,-9920.0
333,334,2017-10-01 00:00:00.000000,10,2017,546430.0,3.94,631000,10/2017,-11000.0,-8980.0
334,335,2017-11-01 00:00:00.000000,11,2017,546820.0,3.95,715000,11/2017,84000.0,390.0
335,336,2017-12-01 00:00:00.000000,12,2017,546550.0,3.99,656000,12/2017,-59000.0,-270.0
336,337,2018-01-01 00:00:00.000000,1,2018,527780.0,4.15,628000,1/2018,-28000.0,-18770.0
337,338,2018-02-01 00:00:00.000000,2,2018,522440.0,4.4,644000,2/2018,16000.0,-5340.0
338,339,2018-03-01 00:00:00.000000,3,2018,564830.0,4.46,654000,3/2018,10000.0,42390.0
339,340,2018-04-01 00:00:00.000000,4,2018,584460.0,4.58,629000,4/2018,-25000.0,19630.0
340,341,2018-05-01 00:00:00.000000,5,2018,600860.0,4.66,650000,5/2018,21000.0,16400.0
341,342,2018-06-01 00:00:00.000000,6,2018,602760.0,4.62,618000,6/2018,-32000.0,1900.0
342,343,2018-07-01 00:00:00.000000,7,2018,591460.0,4.54,609000,7/2018,-9000.0,-11300.0
343,344,2018-08-01 00:00:00.000000,8,2018,596410.0,4.6,604000,8/2018,-5000.0,4950.0
344,345,2018-09-01 00:00:00.000000,9,2018,578850.0,4.72,607000,9/2018,3000.0,-17560.0
345,346,2018-10-01 00:00:00.000000,10,2018,572000.0,4.9,557000,10/2018,-50000.0,-6850.0
346,347,2018-11-01 00:00:00.000000,11,2018,554760.0,4.94,615000,11/2018,58000.0,-17240.0
347,348,2018-12-01 00:00:00.000000,12,2018,557600.0,4.75,564000,12/2018,-51000.0,2840.0
348,349,2019-01-01 00:00:00.000000,1,2019,537120.0,4.51,644000,1/2019,80000.0,-20480.0
349,350,2019-02-01 00:00:00.000000,2,2019,534140.0,4.41,669000,2/2019,25000.0,-2980.0
350,351,2019-03-01 00:00:00.000000,3,2019,565880.0,4.41,693000,3/2019,24000.0,31740.0
351,352,2019-04-01 00:00:00.000000,4,2019,602920.0,4.2,656000,4/2019,-37000.0,37040.0
352,353,2019-05-01 00:00:00.000000,5,2019,611190.0,4.14,598000,5/2019,-58000.0,8270.0
353,354,2019-06-01 00:00:00.000000,6,2019,610720.0,3.84,729000,6/2019,131000.0,-470.0
354,355,2019-07-01 00:00:00.000000,7,2019,607990.0,3.81,660000,7/2019,-69000.0,-2730.0
355,356,2019-08-01 00:00:00.000000,8,2019,617410.0,3.75,708000,8/2019,48000.0,9420.0
356,357,2019-09-01 00:00:00.000000,9,2019,605680.0,3.73,725000,9/2019,17000.0,-11730.0
357,358,2019-10-01 00:00:00.000000,10,2019,605280.0,3.78,707000,10/2019,-18000.0,-400.0
358,359,2019-11-01 00:00:00.000000,11,2019,589770.0,3.75,692000,11/2019,-15000.0,-15510.0
359,360,2019-12-01 00:00:00.000000,12,2019,614880.0,3.73,708000,12/2019,16000.0,25110.0
360,361,2020-01-01 00:00:00.000000,1,2020,575160.0,3.73,764000,1/2020,56000.0,-39720.0
