,ID,Date,month,year,price,rate,total_house_sold,period
345,346,2018-10-01 00:00:00.000000,10,2018,572000.0,4.9,557000,10/2018
346,347,2018-11-01 00:00:00.000000,11,2018,554760.0,4.94,615000,11/2018
347,348,2018-12-01 00:00:00.000000,12,2018,557600.0,4.75,564000,12/2018
348,349,2019-01-01 00:00:00.000000,1,2019,537120.0,4.51,644000,1/2019
349,350,2019-02-01 00:00:00.000000,2,2019,534140.0,4.41,669000,2/2019
350,351,2019-03-01 00:00:00.000000,3,2019,565880.0,4.41,693000,3/2019
351,352,2019-04-01 00:00:00.000000,4,2019,602920.0,4.2,656000,4/2019
352,353,2019-05-01 00:00:00.000000,5,2019,611190.0,4.14,598000,5/2019
353,354,2019-06-01 00:00:00.000000,6,2019,610720.0,3.84,729000,6/2019
354,355,2019-07-01 00:00:00.000000,7,2019,607990.0,3.81,660000,7/2019
355,356,2019-08-01 00:00:00.000000,8,2019,617410.0,3.75,708000,8/2019
356,357,2019-09-01 00:00:00.000000,9,2019,605680.0,3.73,725000,9/2019
357,358,2019-10-01 00:00:00.000000,10,2019,605280.0,3.78,707000,10/2019
358,359,2019-11-01 00:00:00.000000,11,2019,589770.0,3.75,692000,11/2019
359,360,2019-12-01 00:00:00.000000,12,2019,614880.0,3.73,708000,12/2019
360,361,2020-01-01 00:00:00.000000,1,2020,575160.0,3.73,764000,1/2020
